,AAPL,ABEV,ABT,ADBE,ADP,AGRO,AIG,AMD,AMGN,AMX,AMZN,ARCO,AUY,AVY,AXP,AZN,BA,BABA,BAC,BBD,BBVA,BCS,BG,BHP,BIDU,BIIB,BMY,BP,BRFS,BSBR,C,CAR,CAT,CBD,CDE,CHA,CHL,CL,COST,CRM,CS,CSCO,CVX,CX,DD,DE,DEO,DESP,DIS,EBAY,ERIC,ERJ,FB,FCX,FDX,FMX,GE,GGB,GILD,GLOB,GOLD,GOOGL,GRMN,GS,GSK,HD,HL,HMC,HMY,HNP,HON,HPQ,HSBC,IBM,IBN,INFY,ING,INTC,ITUB,JD,JNJ,JPM,KMB,KO,KOF,LLY,LMT,LVS,LYG,MCD,MDT,MELI,MMM,MO,MRK,MSFT,MSI,NEM,NFLX,NGG,NKE,NOK,NUE,NVDA,NVS,OGZPY,ORCL,PBR,PEP,PFE,PG,PTR,PYPL,QCOM,RDSB.L,RIO,RTX,SAP,SBS,SBUX,SID,SIEGY,SLB,SNA,SNAP,SNE,SNP,SUZ,T,TEF,TGT,TIIAY,TM,TMO,TOT,TRIP,TRV,TSLA,TSM,TSU,TWTR,TX,TXN,UGP,UN,USB,V,VALE,VIV,VOD,VRSN,VZ,WFC,WMT,X,XOM,XRX,YELP,YZCAY
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,79.21,2.13,90.39,382.17,133.32,3.91,28.81,54.65,224.78,12.71,2446.74,3.52,5.29,105.91,89.83,55.28,139.0,212.16,22.9,3.31,2.8,5.06,35.53,45.54,110.03,304.46,61.14,23.38,3.92,4.52,45.0,16.56,114.06,10.05,5.7,31.66,35.58,70.26,301.97,175.26,8.46,44.64,92.04,2.16,48.87,142.81,139.35,6.46,117.83,42.47,8.63,4.73,231.39,8.9,115.77,64.88,6.48,2.14,73.5,135.67,26.26,1406.75,84.2,180.1,41.03,240.88,3.44,23.73,3.62,14.97,137.69,17.18,24.4,119.12,7.98,8.93,5.69,61.98,4.07,52.57,146.71,90.17,137.46,45.17,40.22,152.28,368.82,48.57,1.35,185.08,95.41,814.71,145.81,37.54,76.55,183.43,137.19,63.48,436.25,55.25,94.26,3.77,40.0,351.01,84.99,5.43,52.22,7.18,130.21,37.26,111.62,34.74,148.22,78.0,1245.4,51.82,60.1,116.19,7.57,78.05,1.5,51.3,17.79,132.87,17.55,62.74,46.97,6.87,29.77,4.54,118.68,3.46,117.95,335.75,36.04,19.48,99.17,165.52,50.75,11.65,32.34,14.17,113.46,2.94,48.25,32.92,190.62,9.13,8.51,15.73,211.06,53.97,24.46,124.99,7.48,44.56,17.24,21.04,7.97
2020-05-22,79.72,2.14,91.47,385.26,134.87,4.1,28.89,55.17,226.43,12.8,2436.88,3.44,5.25,106.45,89.33,55.22,137.53,199.7,22.66,3.35,2.82,5.03,35.38,45.5,103.32,304.53,60.79,22.98,3.91,4.5,44.1,16.72,112.47,10.28,5.51,30.73,34.88,70.75,302.43,177.85,8.26,44.9,90.28,2.12,48.69,140.71,138.67,6.54,118.02,43.45,8.88,4.65,234.91,8.74,117.0,65.58,6.41,2.1,73.34,137.0,26.32,1413.24,83.89,179.93,40.89,241.88,3.35,23.61,3.53,14.4,139.18,17.0,22.97,118.39,7.76,9.05,5.67,62.26,4.08,49.9,144.37,89.47,139.74,45.03,40.28,151.16,369.0,46.9,1.35,184.41,94.72,841.31,146.44,37.73,76.37,183.51,134.19,63.05,429.32,54.01,93.75,3.85,39.48,361.05,84.91,5.37,52.62,7.06,130.48,37.5,112.6,33.3,150.86,78.7,1241.4,52.12,60.0,116.07,7.82,77.62,1.47,51.35,17.58,128.88,17.67,63.24,44.55,6.92,29.88,4.51,117.49,3.45,117.56,340.26,36.02,18.92,100.1,163.38,49.8,11.43,32.62,14.55,113.43,2.89,48.02,32.93,190.86,8.98,8.4,15.91,213.72,54.1,24.17,124.33,7.37,44.6,16.98,20.83,7.8
2020-05-26,79.18,2.35,89.48,376.63,138.92,4.01,31.01,53.19,222.4,13.39,2421.86,3.81,5.1,111.45,94.32,53.11,144.73,201.72,24.28,3.58,3.09,5.44,37.72,45.93,108.36,295.87,60.32,23.26,4.23,4.73,48.17,18.61,117.41,11.06,5.27,31.1,35.01,69.43,304.8,176.52,8.77,44.84,93.3,2.23,50.37,148.03,141.33,6.83,120.95,43.36,8.81,5.01,232.2,9.26,124.81,68.85,6.8,2.24,73.18,142.11,24.73,1421.37,86.63,196.06,40.75,242.48,3.13,25.99,3.31,15.27,144.94,17.06,23.81,121.76,7.9,9.07,6.22,62.34,4.22,52.6,144.56,95.82,136.0,46.09,41.78,147.96,372.2,49.93,1.45,184.84,97.15,834.17,152.08,38.28,77.26,181.57,137.39,59.21,414.77,54.71,96.62,3.85,41.51,348.71,85.05,5.45,52.78,7.61,129.75,37.49,112.03,34.17,147.0,78.02,1254.0,51.46,64.47,121.47,9.25,77.76,1.55,53.62,18.4,137.0,17.41,62.18,45.58,7.05,30.82,4.48,115.12,3.54,124.11,332.57,36.52,21.87,103.36,163.77,50.82,12.42,34.01,15.49,115.73,3.18,48.29,35.83,193.22,9.11,9.17,15.94,208.22,54.3,26.26,123.86,8.0,45.91,17.43,22.47,7.78
2020-05-27,79.53,2.59,90.76,375.17,144.67,4.23,31.51,52.74,224.81,13.6,2410.39,4.0,5.04,113.42,101.23,52.47,149.52,201.18,25.98,3.69,3.22,5.83,39.36,46.21,108.22,301.46,60.4,23.93,4.41,4.93,52.26,21.97,122.42,11.41,5.32,32.43,34.73,70.59,306.01,176.6,9.28,45.96,93.9,2.42,49.46,153.36,144.09,7.0,121.53,44.15,8.78,5.5,229.14,9.29,130.43,69.11,7.29,2.54,74.9,144.81,23.92,1420.28,88.13,209.66,40.94,247.36,3.27,26.57,3.39,15.02,148.59,17.12,24.17,125.54,8.51,9.35,6.59,63.56,4.49,52.16,144.89,101.37,138.42,46.73,43.14,145.7,397.12,50.93,1.52,187.72,96.0,820.83,158.15,39.05,77.55,181.81,134.02,58.73,419.89,55.33,99.87,3.91,43.1,341.01,84.45,5.47,53.2,7.84,130.81,37.41,113.89,33.91,145.96,79.29,1266.6,52.34,66.65,122.98,10.04,78.6,1.74,54.7,19.05,136.21,17.0,62.97,45.52,7.3,31.85,4.63,117.41,3.57,126.81,337.35,37.26,23.35,106.82,164.05,51.74,12.83,33.07,16.06,117.82,3.31,49.64,37.62,192.82,9.57,9.16,16.2,209.98,55.14,27.95,122.48,8.53,46.24,18.09,22.2,7.7
2020-05-28,79.56,2.38,92.1,379.83,144.8,4.28,31.12,51.74,224.13,13.48,2401.1,3.82,5.12,112.19,98.06,53.5,149.82,199.49,24.86,3.56,3.2,5.9,38.87,46.7,106.32,300.5,59.81,23.26,4.27,4.73,49.16,20.02,120.74,11.34,5.37,32.82,34.75,72.09,309.56,181.1,9.31,45.6,90.87,2.41,50.5,153.16,144.75,6.98,116.75,44.23,8.96,5.18,225.46,9.09,131.15,67.34,6.78,2.52,75.32,144.04,23.95,1418.24,90.91,201.22,41.54,245.14,3.15,26.86,3.32,14.93,147.56,15.01,23.59,124.53,8.48,9.19,6.54,61.7,4.33,51.02,146.97,99.86,140.8,47.09,42.2,150.65,398.44,48.55,1.49,188.73,98.14,827.16,156.82,38.81,79.04,181.4,135.87,58.72,413.44,57.1,98.46,3.92,42.55,339.48,86.28,5.48,53.62,7.62,132.29,38.18,116.06,33.9,148.79,78.11,1264.4,52.51,67.27,123.63,9.67,78.54,1.74,54.12,18.79,133.75,18.25,64.58,46.93,7.09,31.06,4.87,118.43,3.66,128.36,342.74,37.44,21.14,107.59,161.16,50.28,12.43,31.6,15.6,115.87,3.21,50.82,36.51,194.26,9.31,9.0,16.5,212.78,55.72,27.22,123.69,8.27,45.04,16.81,21.73,7.81
2020-05-29,79.49,2.31,94.92,386.6,146.49,4.31,30.06,53.8,229.7,13.26,2442.37,3.88,5.36,110.67,95.07,54.6,145.85,207.39,24.12,3.46,3.11,5.66,39.02,47.1,106.55,307.09,59.72,23.14,4.28,4.7,47.91,21.53,120.13,11.61,5.75,31.76,35.16,72.33,308.47,174.79,9.06,47.82,91.7,2.4,50.73,152.12,140.61,7.1,117.3,45.54,9.14,5.49,225.09,9.07,130.56,67.71,6.57,2.5,77.83,140.21,24.0,1433.52,90.17,196.49,41.92,248.48,3.32,26.05,3.33,14.89,145.85,15.14,23.05,124.9,8.7,9.1,6.38,62.93,4.25,54.33,148.75,97.31,141.44,46.68,43.78,152.95,388.44,47.94,1.41,186.32,98.58,851.67,156.44,39.05,80.72,183.25,135.33,58.47,419.73,57.12,98.58,3.95,42.26,355.02,87.43,5.65,53.77,7.63,131.55,38.19,115.92,34.8,155.01,80.88,1226.0,53.92,64.52,128.1,10.03,77.99,1.89,55.0,18.47,129.69,18.94,64.76,47.53,7.08,30.86,4.76,122.33,3.67,126.01,349.19,37.58,19.28,106.98,167.0,50.33,12.4,30.97,15.89,118.74,3.18,51.52,35.56,195.24,9.76,8.77,16.51,219.01,57.38,26.47,124.06,8.04,45.47,15.88,21.74,7.71
2020-06-01,80.46,2.37,93.01,389.68,145.55,4.36,30.55,53.63,226.91,13.67,2471.04,3.91,5.44,112.97,96.75,55.16,151.39,206.57,24.61,3.64,3.19,5.99,39.22,48.25,107.1,301.45,60.29,23.84,4.4,4.95,49.45,24.48,120.5,12.04,5.95,31.2,35.73,72.73,308.29,176.36,9.25,46.3,92.79,2.46,50.88,149.14,143.04,7.19,118.77,45.2,9.27,5.51,231.91,9.34,129.71,69.57,6.76,2.52,75.16,146.69,24.78,1434.87,90.54,199.93,41.85,247.29,3.59,26.37,3.41,15.27,146.18,15.13,23.82,124.89,8.92,9.26,6.63,61.86,4.39,54.73,147.19,98.6,141.28,46.99,43.3,152.45,388.96,49.03,1.5,187.41,97.11,844.08,155.58,39.18,79.56,182.83,138.94,60.49,425.92,58.21,99.54,4.2,42.46,352.25,86.68,5.71,53.06,7.81,132.99,35.46,117.25,34.95,154.53,79.73,1250.2,54.87,64.12,128.51,9.97,78.32,1.88,56.26,18.43,130.01,19.55,65.49,44.89,7.11,30.93,4.95,119.49,3.78,126.45,349.33,38.66,21.85,109.15,179.62,51.03,12.49,31.89,15.9,117.86,3.19,51.98,36.69,194.35,9.84,8.8,16.88,219.03,55.78,27.09,123.96,8.46,46.28,17.0,22.19,7.8
2020-06-02,80.83,2.51,92.62,390.44,148.25,4.64,31.49,53.54,223.72,13.86,2472.41,4.21,5.22,115.57,99.07,54.72,153.31,214.33,24.84,3.97,3.34,5.95,39.87,49.77,107.23,302.86,60.65,24.95,4.52,5.39,50.84,23.72,123.32,12.76,5.42,30.88,35.86,72.44,307.09,174.23,9.59,46.89,94.69,2.75,52.65,152.95,142.34,7.49,118.75,45.98,9.54,6.33,232.72,9.75,134.2,70.35,7.05,2.75,73.26,146.31,23.95,1442.31,92.44,204.14,42.03,252.71,3.29,26.47,3.28,15.47,148.35,15.79,24.15,126.0,9.55,9.38,6.81,62.12,4.83,55.62,148.25,98.93,142.05,46.9,44.61,153.86,389.77,47.79,1.55,187.59,97.25,859.77,157.64,39.66,80.84,184.91,139.66,58.47,427.31,58.8,100.74,4.31,43.23,353.01,86.46,5.82,53.28,8.38,132.63,36.16,118.06,35.38,157.49,84.63,1285.0,55.75,63.4,130.46,10.39,77.78,2.01,57.1,18.86,134.42,19.75,66.75,45.23,7.46,30.99,5.03,118.85,3.9,126.48,350.09,39.28,21.19,111.0,176.31,52.01,13.1,32.26,16.18,122.67,3.62,52.11,36.62,196.36,10.26,9.18,16.98,217.39,56.4,27.4,123.94,8.46,47.31,17.21,22.81,8.03
2020-06-03,81.28,2.66,91.4,389.92,151.68,4.53,33.25,52.73,221.0,13.95,2478.4,4.51,5.08,119.75,105.4,55.0,173.16,218.61,25.99,4.23,3.54,6.27,41.39,50.48,112.45,302.6,60.21,25.9,4.47,5.76,53.34,27.2,127.09,13.31,5.21,31.36,35.76,71.65,306.64,174.99,10.17,46.94,97.18,2.93,54.58,158.35,145.88,8.25,122.18,46.45,9.84,6.8,230.16,10.14,138.08,72.0,7.36,3.04,74.4,150.78,23.22,1439.25,95.72,210.57,42.12,251.0,3.27,27.0,3.11,15.33,153.35,16.86,25.26,129.05,9.78,9.27,7.24,61.93,5.09,56.73,148.65,104.27,141.66,47.9,45.29,152.53,402.63,51.79,1.65,193.29,97.1,853.52,161.21,40.21,82.06,185.36,147.87,56.02,421.97,60.2,104.11,4.37,44.1,350.78,85.7,6.05,53.49,8.77,132.82,36.16,118.53,36.34,156.78,84.11,1342.0,56.53,67.47,133.56,10.69,79.58,2.07,59.12,19.61,140.98,19.73,66.79,46.54,7.53,31.51,5.27,121.73,3.91,128.73,347.19,40.84,22.83,114.47,176.59,53.06,13.45,34.88,16.72,127.21,3.69,53.12,38.68,196.87,10.57,9.3,17.14,213.96,56.83,28.83,123.47,8.69,49.24,17.95,24.13,8.15
2020-06-04,80.58,2.64,88.25,385.8,149.97,4.57,35.21,52.63,220.88,13.88,2460.6,4.59,5.12,118.74,106.54,53.87,184.3,218.04,26.78,4.26,3.63,6.23,41.3,50.4,109.06,299.65,60.89,25.69,4.59,5.99,55.65,28.5,128.96,13.14,5.27,30.98,35.13,70.75,310.75,171.44,10.21,46.86,96.28,2.86,54.98,161.14,145.81,8.41,123.69,49.36,9.67,7.0,226.29,10.2,139.21,68.6,7.74,3.03,77.54,141.25,23.43,1414.3,93.27,214.82,41.65,248.95,3.28,26.93,3.25,15.52,155.91,16.47,25.15,128.89,9.31,9.27,7.45,62.97,5.25,56.52,146.73,106.44,137.72,47.92,44.44,150.71,403.67,52.35,1.66,193.24,96.99,839.99,162.55,40.73,81.55,182.92,149.23,55.9,414.33,58.88,101.28,4.28,44.64,350.66,85.12,5.73,52.85,8.72,130.57,36.01,116.05,35.44,154.6,86.04,1334.4,56.65,67.51,134.34,10.47,78.74,2.02,59.25,20.33,142.91,19.26,66.18,45.57,7.85,31.8,5.26,119.96,3.94,128.16,348.15,40.75,22.01,118.0,172.88,54.28,13.72,33.72,17.46,128.58,3.68,53.25,40.07,193.64,10.84,9.26,17.26,210.23,57.22,30.22,122.11,9.32,49.1,17.68,23.34,8.08
2020-06-05,82.88,2.82,89.86,392.9,160.13,4.96,36.36,53.1,225.67,14.5,2483.0,4.69,5.02,123.32,109.73,53.85,205.43,219.55,28.11,4.5,3.9,6.6,42.47,51.45,114.4,306.72,61.33,27.71,4.6,6.29,58.86,31.43,135.12,13.38,5.26,32.0,35.5,72.4,312.04,173.88,10.47,47.83,100.81,3.02,56.14,166.72,147.51,9.53,124.82,48.82,9.62,7.29,230.77,10.86,142.21,72.32,7.88,3.1,76.75,138.17,23.29,1440.02,96.53,217.92,41.7,254.9,3.18,27.98,3.13,15.74,161.37,17.41,26.55,132.06,9.77,9.38,7.94,64.34,5.53,59.04,147.3,111.23,139.28,49.09,46.36,149.21,410.75,52.97,1.75,197.16,102.04,866.93,167.41,41.91,82.26,187.2,155.9,54.76,419.6,57.96,102.71,4.46,45.47,356.8,85.89,5.85,53.98,9.29,132.44,35.99,118.33,37.03,156.0,88.55,1426.6,56.55,72.07,135.82,10.6,82.14,2.11,60.83,21.99,152.2,20.33,67.31,47.32,7.72,32.77,5.45,121.53,4.02,131.1,354.2,43.08,25.49,124.36,177.13,55.2,14.56,34.87,18.15,131.44,3.79,53.72,42.37,199.61,11.04,9.55,17.56,211.28,57.74,31.67,121.56,10.19,53.08,18.46,27.06,8.19
2020-06-08,83.36,3.0,92.56,397.78,161.15,5.28,39.44,52.97,225.75,14.71,2524.06,5.13,5.09,124.61,113.67,52.58,230.5,219.0,28.54,4.8,3.98,6.72,43.81,52.68,117.03,301.26,61.43,28.38,4.81,6.74,61.24,32.28,137.72,13.84,5.3,31.59,35.0,73.51,307.19,176.55,10.95,48.13,103.24,3.14,57.04,168.81,147.82,8.97,127.28,48.72,9.48,8.8,231.4,11.25,149.38,74.43,8.46,3.22,76.97,140.42,23.56,1448.04,99.3,220.81,42.37,256.77,3.31,28.09,3.17,15.62,162.92,18.17,26.67,135.75,9.69,9.56,8.19,63.67,5.85,59.17,146.77,113.45,138.92,49.85,48.39,149.21,414.3,55.64,1.85,202.65,101.33,858.86,166.87,42.83,82.9,188.36,158.32,55.54,419.49,59.89,104.29,4.52,45.49,352.2,85.67,5.93,55.1,9.72,132.21,36.59,119.05,36.72,156.09,91.37,1462.8,58.28,74.16,136.61,11.23,83.56,2.5,61.65,23.65,156.06,20.65,68.56,46.97,7.94,33.23,5.66,122.37,4.17,132.07,349.88,44.19,25.45,128.0,189.98,55.57,14.7,36.64,19.02,132.86,3.97,53.73,43.51,199.6,11.27,10.0,18.16,214.45,58.09,33.32,121.24,10.92,54.74,19.87,27.42,8.29
2020-06-09,86.0,2.92,90.27,397.16,157.69,4.96,37.74,56.39,224.9,14.35,2600.86,5.01,5.14,122.42,110.46,52.73,216.74,220.72,28.22,4.66,3.83,6.43,42.91,52.28,115.83,293.74,60.93,27.34,4.7,6.54,59.5,29.12,134.19,13.61,5.27,31.83,35.94,73.28,305.55,174.56,10.71,48.05,101.53,2.91,55.93,164.81,145.52,9.07,123.89,49.75,9.34,8.43,238.67,11.27,144.69,69.83,8.02,3.09,77.59,136.65,24.33,1452.08,98.13,218.1,41.88,256.76,3.16,27.8,3.22,15.68,158.1,17.5,25.75,131.87,9.23,9.33,7.93,63.04,5.66,58.82,145.96,110.54,138.58,49.0,46.35,149.13,408.56,53.66,1.76,199.52,99.11,866.43,166.7,42.18,82.26,189.8,151.77,57.17,434.05,58.77,102.63,4.42,44.25,361.84,88.43,5.93,54.18,9.29,132.97,36.21,118.34,37.0,156.86,89.75,1384.4,57.75,70.54,136.74,11.19,82.37,2.42,60.48,22.51,151.44,21.09,68.45,47.44,7.77,32.62,5.52,120.72,4.14,130.59,347.65,42.83,23.86,125.42,188.13,56.61,14.69,35.92,17.72,132.12,3.94,52.99,42.1,199.08,11.22,9.93,17.75,213.43,57.86,32.63,121.35,10.39,53.52,18.92,25.42,8.31
2020-06-10,88.21,2.82,92.16,406.82,156.04,4.71,35.16,57.44,227.12,14.2,2647.45,4.78,5.36,121.46,106.16,53.64,203.41,223.68,26.6,4.42,3.68,6.23,40.42,52.46,116.81,295.25,60.16,26.38,4.57,6.24,55.86,27.09,132.44,13.18,5.64,31.72,35.9,74.36,307.33,182.1,10.53,47.42,97.58,2.76,53.68,161.0,146.49,8.57,122.18,49.25,9.46,7.62,236.73,11.47,140.4,68.44,7.61,2.92,77.07,143.63,25.08,1464.7,96.94,213.52,42.41,254.45,3.44,27.93,3.36,15.56,154.12,16.89,25.29,129.87,9.37,9.3,7.67,63.87,5.36,60.7,147.8,106.06,138.51,48.62,45.04,151.0,403.77,51.77,1.72,195.8,97.55,886.78,163.9,41.82,81.77,196.84,148.23,58.73,434.48,59.53,102.12,4.45,44.1,374.67,88.0,5.8,54.11,8.89,134.13,35.92,119.23,36.28,159.91,91.01,1356.4,58.57,68.36,136.58,10.9,79.01,2.3,59.86,20.96,145.55,21.2,70.51,46.34,7.68,32.14,5.44,120.0,4.18,131.01,352.8,41.99,22.22,120.98,205.01,57.55,14.45,35.14,17.28,131.4,3.71,53.46,39.32,200.48,11.02,10.05,17.45,213.15,58.05,29.71,121.16,10.04,50.65,17.8,25.29,8.29
2020-06-11,83.97,2.64,87.78,387.67,142.99,4.54,31.61,52.83,218.9,13.0,2557.96,4.17,4.93,112.01,98.6,51.57,170.0,215.24,23.93,4.05,3.37,5.64,38.88,48.67,111.83,283.22,56.71,24.07,4.17,5.65,48.39,23.1,121.55,12.12,4.95,29.82,34.55,73.1,300.83,172.05,9.74,43.67,89.37,2.61,49.98,151.09,138.09,7.75,112.64,47.94,8.76,6.59,224.43,9.91,128.81,63.79,6.95,2.59,72.84,132.23,24.31,1401.9,91.42,194.13,40.21,239.47,3.06,25.79,3.08,14.93,143.44,15.66,23.52,118.01,8.67,8.86,6.92,59.7,4.94,57.24,140.87,97.21,136.97,45.54,42.3,144.08,383.88,49.09,1.54,187.51,90.87,855.0,152.38,39.29,77.35,186.27,136.08,56.04,425.56,56.53,95.17,4.11,39.66,351.85,84.4,5.48,51.31,8.09,127.84,33.3,116.26,34.39,153.04,84.02,1279.8,55.55,62.85,129.5,9.82,72.57,1.99,54.91,18.51,133.33,19.71,67.37,43.85,7.4,30.17,4.97,118.01,3.75,124.44,336.44,38.37,19.9,110.55,194.57,55.04,13.28,33.03,15.51,124.61,3.37,53.26,36.14,188.88,10.25,9.41,15.61,204.16,56.45,26.79,120.09,8.33,46.18,16.06,22.81,8.1
2020-06-12,84.7,2.71,89.02,406.54,147.01,4.66,33.04,53.5,217.9,13.82,2545.02,4.38,4.91,113.5,101.68,51.47,189.51,217.64,24.78,4.27,3.51,5.92,39.39,50.01,116.27,279.27,56.17,24.75,4.28,5.98,52.25,26.19,123.15,12.78,4.92,29.56,34.93,72.79,298.7,175.11,9.97,45.07,92.39,2.85,51.01,154.97,141.04,8.21,115.49,47.66,8.94,7.08,228.58,10.49,132.72,66.32,7.25,2.75,73.2,141.25,24.07,1412.92,91.67,201.78,40.42,242.45,3.1,26.41,3.14,14.84,144.51,16.28,23.98,121.91,9.0,9.11,7.23,59.33,5.15,57.99,142.15,99.87,135.94,45.6,44.36,143.54,381.87,49.87,1.57,189.17,93.21,896.43,154.87,39.13,76.3,187.74,140.6,55.45,418.07,57.37,96.43,4.2,41.2,357.3,84.35,5.6,51.86,8.48,129.0,33.75,115.62,34.31,155.26,85.24,1305.8,57.5,65.37,130.14,10.68,76.38,2.11,55.66,19.0,135.01,20.18,68.29,44.11,7.33,30.5,5.12,116.9,3.94,127.82,339.76,39.59,20.41,113.33,187.06,56.0,14.05,33.4,16.19,123.97,3.52,53.38,37.51,192.26,10.63,9.84,15.96,204.17,56.53,27.97,117.74,9.23,47.17,17.06,23.5,8.2
2020-06-15,85.75,2.61,89.55,401.34,147.29,4.5,33.19,54.68,219.78,13.74,2572.68,4.21,5.01,115.52,103.95,52.64,190.94,217.03,25.15,4.12,3.45,5.9,39.82,49.35,116.82,278.49,55.1,24.36,4.17,5.78,52.98,26.35,123.61,12.61,5.04,29.34,34.46,72.89,297.18,178.61,10.02,45.35,91.23,2.69,51.99,155.47,140.13,8.52,117.08,47.89,9.03,6.69,232.5,10.47,133.68,65.56,7.24,2.67,73.97,143.58,24.74,1420.74,93.57,206.31,40.72,241.36,3.13,26.33,3.12,14.45,146.63,16.87,23.82,121.65,8.91,9.22,7.17,60.1,5.0,59.51,141.25,101.25,139.11,46.3,43.81,141.52,373.28,49.06,1.57,189.49,93.62,924.0,157.73,40.31,74.02,188.94,137.56,56.85,425.5,58.27,97.84,4.28,41.92,366.95,85.16,5.53,53.25,8.38,130.48,33.36,116.69,34.09,157.55,86.39,1290.8,57.09,67.05,130.42,10.61,76.96,2.05,56.11,19.32,135.46,20.75,69.73,43.6,7.48,30.5,5.12,118.15,3.9,127.4,340.82,39.64,20.82,114.85,198.18,56.02,13.85,34.11,16.44,124.23,3.44,53.47,38.78,191.76,10.61,9.47,15.94,205.85,56.15,28.21,118.08,9.52,47.14,16.79,24.4,8.2
2020-06-16,88.02,2.56,89.74,411.67,151.78,4.86,33.29,54.46,226.87,13.64,2615.27,4.19,4.84,116.35,105.62,53.58,197.77,222.62,25.8,4.23,3.49,6.12,41.08,50.05,122.78,282.12,57.06,24.55,4.26,5.83,54.45,28.09,130.11,12.56,4.82,29.91,34.88,73.53,301.36,180.48,10.2,46.48,94.03,2.84,53.13,158.3,143.66,8.73,118.44,48.12,9.17,6.96,235.65,10.78,135.54,66.79,7.47,2.89,74.62,144.57,24.38,1446.47,95.07,209.59,41.32,249.95,3.06,27.3,2.99,14.91,149.11,17.25,24.14,125.15,8.96,9.12,7.35,60.4,5.02,60.98,144.46,102.06,140.64,46.77,44.98,163.71,382.77,49.4,1.63,190.32,95.55,950.26,159.67,41.09,76.97,193.57,141.92,55.95,436.13,58.62,99.04,4.34,44.59,362.74,86.76,5.62,54.59,8.54,131.67,33.4,118.13,35.54,161.22,89.52,1318.4,57.45,67.82,133.53,10.37,77.84,2.14,56.76,19.55,137.26,20.9,69.35,44.23,7.26,30.78,5.35,119.21,4.14,129.6,347.22,40.24,20.51,116.15,196.43,55.8,14.0,34.63,16.87,126.11,3.33,54.58,39.34,192.88,10.66,9.48,16.29,207.4,56.92,28.52,119.65,10.47,48.2,17.39,24.55,8.36
2020-06-17,87.9,2.64,90.9,413.49,150.68,4.63,32.28,54.55,225.97,13.21,2640.98,4.19,4.89,115.75,103.96,53.9,192.54,224.25,25.0,4.23,3.47,5.89,40.41,49.64,122.03,281.46,56.95,23.7,4.3,5.88,53.0,25.68,128.23,12.64,4.66,29.49,34.81,73.81,299.61,181.4,10.18,46.17,91.54,2.84,52.77,155.51,142.62,8.3,117.65,48.43,9.26,6.82,235.53,10.7,135.66,66.16,7.24,2.83,73.76,145.18,24.25,1452.54,95.97,206.19,41.83,250.85,2.93,27.22,3.02,14.92,148.34,16.82,23.91,124.15,8.98,9.33,7.24,60.49,5.06,62.01,144.02,99.48,142.05,46.58,44.79,159.97,382.11,48.9,1.58,190.79,95.48,935.73,159.22,40.86,76.29,194.24,140.06,55.58,447.77,59.25,99.21,4.41,44.0,369.44,89.49,5.54,51.52,8.51,131.76,33.56,117.93,35.84,163.83,89.94,1303.8,57.46,66.9,134.52,10.67,77.1,2.1,57.18,19.83,135.97,21.82,71.58,44.37,7.36,30.26,5.08,118.27,4.13,128.88,349.85,39.97,18.95,114.82,198.36,56.6,13.95,34.34,16.24,126.22,3.46,55.28,38.51,193.56,10.74,9.41,16.14,209.0,56.65,27.45,119.03,9.38,46.63,16.74,24.82,8.25
