,AAPL,ABEV,ABT,ADBE,ADP,AGRO,AIG,AMD,AMGN,AMX,AMZN,ARCO,AUY,AVY,AXP,AZN,BA,BABA,BAC,BBD,BBVA,BCS,BG,BHP,BIDU,BIIB,BMY,BP,BRFS,BSBR,C,CAR,CAT,CBD,CDE,CHA,CHL,CL,COST,CRM,CS,CSCO,CVX,CX,DD,DE,DEO,DESP,DIS,EBAY,ERIC,ERJ,FB,FCX,FDX,FMX,GE,GGB,GILD,GLOB,GOLD,GOOGL,GRMN,GS,GSK,HD,HL,HMC,HMY,HNP,HON,HPQ,HSBC,IBM,IBN,INFY,ING,INTC,ITUB,JD,JNJ,JPM,KMB,KO,KOF,LLY,LMT,LVS,LYG,MCD,MDT,MELI,MMM,MO,MRK,MSFT,MSI,NEM,NFLX,NGG,NKE,NOK,NUE,NVDA,NVS,OGZPY,ORCL,PBR,PEP,PFE,PG,PTR,PYPL,QCOM,RDSB.L,RIO,RTX,SAP,SBS,SBUX,SID,SIEGY,SLB,SNA,SNAP,SNE,SNP,SUZ,T,TEF,TGT,TIIAY,TM,TMO,TOT,TRIP,TRV,TSLA,TSM,TSU,TWTR,TX,TXN,UGP,UN,USB,V,VALE,VIV,VOD,VRSN,VZ,WFC,WMT,X,XOM,XRX,YELP,YZCAY
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,96.19,2.84,101.53,438.88,132.89,4.25,31.78,78.2,246.14,12.87,3051.88,4.72,6.36,115.13,94.65,57.89,161.95,252.74,24.84,4.54,3.19,5.28,45.01,53.15,118.0,274.86,58.87,22.44,4.14,6.03,50.87,26.54,136.73,14.26,7.88,29.42,34.29,76.87,324.82,191.7,10.46,46.44,86.27,3.13,53.76,178.04,149.93,7.8,115.66,54.72,11.54,6.11,234.5,12.94,172.71,62.11,6.26,3.46,72.33,173.45,28.25,1538.37,100.01,199.53,40.25,266.31,5.35,25.31,6.38,16.91,149.16,17.24,22.76,122.9,9.35,12.95,7.04,47.99,5.38,62.29,146.84,97.02,151.96,47.69,41.87,153.0,381.72,45.5,1.34,195.41,96.47,1107.5,152.12,41.58,78.99,203.9,139.19,65.66,485.8,58.95,96.82,4.45,42.7,424.56,84.23,4.94,55.25,9.08,137.69,38.74,131.42,34.66,192.51,107.19,1113.8,61.04,57.46,160.17,11.37,76.64,2.45,65.42,18.44,145.3,22.41,78.52,43.68,8.16,29.57,4.47,124.58,4.09,122.46,410.56,38.3,21.03,115.93,297.5,79.93,14.27,36.72,14.52,128.89,3.78,60.06,36.91,194.06,11.85,9.93,15.66,208.48,57.3,24.65,130.12,7.36,41.87,16.32,24.99,7.77
2020-07-31,106.26,2.68,100.64,444.32,132.91,4.18,32.14,77.43,244.67,12.64,3164.68,4.65,6.51,113.34,93.32,55.78,158.0,251.02,24.88,4.22,3.07,5.24,43.44,52.84,119.4,274.69,58.66,22.04,3.98,5.72,50.01,25.9,132.88,13.63,7.93,29.67,34.06,77.2,325.53,194.85,10.56,47.1,83.94,3.06,53.48,176.31,147.24,7.71,116.94,55.28,11.55,5.78,253.67,12.92,168.4,61.51,6.07,3.34,69.53,172.94,28.91,1487.95,98.59,197.96,40.32,265.49,5.52,24.35,6.45,16.94,149.37,17.58,22.65,122.94,9.39,12.85,6.9,47.73,5.1,63.79,145.76,96.64,152.04,47.24,41.39,150.29,378.97,43.64,1.32,194.28,96.48,1124.62,150.47,41.15,80.24,205.01,139.8,69.2,488.88,59.11,97.61,4.78,41.95,424.59,82.14,4.9,55.45,8.67,137.66,38.48,131.12,34.45,196.07,105.61,1080.8,61.04,56.68,159.22,11.56,76.53,2.31,63.59,18.14,145.87,22.42,77.96,42.51,8.01,29.58,4.21,125.88,3.97,119.34,413.95,37.66,20.23,114.42,286.15,78.89,14.94,36.4,14.41,127.55,3.6,59.03,36.84,190.4,11.64,10.09,15.2,211.68,57.48,24.26,129.4,6.66,42.08,16.65,24.98,7.79
2020-08-03,108.94,2.58,100.68,447.97,134.46,4.32,32.14,77.67,247.36,12.58,3111.89,4.74,6.45,112.81,93.54,56.82,162.27,257.94,24.99,4.15,3.15,5.38,44.03,53.69,120.55,278.16,59.1,22.09,3.89,5.55,50.39,25.38,131.78,12.9,7.84,29.71,34.77,76.57,329.32,203.19,10.77,47.16,84.81,3.12,52.46,177.62,148.0,7.65,116.35,56.57,11.77,5.71,251.96,13.1,169.22,60.0,6.11,3.3,71.73,179.87,28.72,1482.76,99.97,199.39,41.29,266.18,5.59,25.08,6.35,17.0,148.53,17.77,21.58,124.31,9.3,12.92,7.07,48.3,5.01,64.53,147.35,96.1,151.6,46.3,40.37,152.84,377.1,44.0,1.39,194.4,97.33,1172.62,150.41,41.01,82.54,216.54,137.54,68.15,498.62,59.68,98.33,5.06,42.86,440.41,83.65,4.99,55.98,8.39,136.7,38.35,131.29,34.32,197.07,109.59,1100.8,61.91,57.51,162.15,11.21,75.5,2.4,65.87,18.72,143.62,21.22,81.27,43.0,8.1,29.62,4.26,127.84,4.2,120.94,419.09,38.47,20.36,114.4,297.0,78.95,14.25,36.39,14.84,129.32,3.55,59.95,36.8,190.69,11.42,9.57,15.33,212.05,57.24,24.29,129.3,6.87,42.25,16.01,24.7,7.93
2020-08-04,109.67,2.53,99.93,446.92,136.74,4.28,29.72,85.04,243.59,12.42,3138.83,4.72,6.72,113.84,93.19,56.08,165.07,262.2,25.01,4.05,3.26,5.46,44.31,54.16,126.67,276.08,59.47,23.74,3.87,5.47,50.14,25.46,131.52,12.74,8.58,29.83,34.84,76.77,339.79,201.41,10.9,47.67,86.49,3.18,53.16,178.11,141.1,7.83,117.29,56.33,11.74,5.62,249.83,12.95,170.66,57.74,6.14,3.31,70.88,180.85,29.75,1473.3,99.94,201.64,41.24,267.87,6.05,25.96,6.87,16.96,147.33,17.89,21.91,125.84,9.38,12.64,7.12,49.13,4.87,64.57,147.22,95.55,156.3,46.69,40.47,154.85,377.99,43.73,1.43,199.36,96.29,1173.93,151.21,41.6,81.67,213.29,137.57,70.25,509.64,60.26,97.33,5.1,43.01,449.11,84.15,4.95,56.0,8.42,137.47,38.39,133.79,34.97,197.33,110.95,1141.4,61.86,57.51,160.26,11.05,75.13,2.37,65.18,19.23,143.76,21.76,83.37,43.84,7.91,30.01,4.37,130.45,4.29,122.91,415.72,39.35,20.72,113.1,297.4,80.19,14.23,36.35,15.21,132.23,3.53,60.4,36.23,192.29,11.49,9.49,15.54,214.38,57.91,24.22,131.64,7.13,43.47,15.68,25.81,7.86
2020-08-05,110.06,2.49,102.14,449.51,134.77,4.3,30.18,85.31,241.47,12.54,3205.03,4.75,6.83,116.09,95.39,55.95,174.28,264.91,25.39,4.09,3.13,5.58,44.84,56.02,125.85,276.17,59.69,23.95,3.92,5.45,51.04,28.28,134.97,12.88,8.95,30.48,35.58,76.18,339.97,202.64,11.04,47.33,87.2,3.28,54.73,182.82,136.85,8.28,127.61,56.66,11.69,5.75,249.12,13.97,171.7,58.03,6.4,3.48,69.0,184.08,29.84,1479.09,102.36,204.52,41.21,267.48,6.42,25.61,6.9,16.85,150.82,17.97,21.82,125.45,9.49,12.65,7.24,48.92,4.83,65.52,148.4,97.21,155.84,47.22,41.99,154.34,383.5,43.34,1.42,199.26,97.02,1225.45,155.35,41.66,81.64,212.94,138.33,70.37,502.11,59.41,100.94,5.0,43.48,451.47,83.42,5.14,55.5,8.93,136.25,38.45,133.44,36.36,202.91,111.39,1158.2,64.6,60.03,161.64,10.89,75.78,2.44,66.01,19.5,148.16,21.7,81.25,44.66,8.44,29.85,4.24,129.37,4.51,124.82,419.9,39.77,21.09,115.08,297.0,81.63,14.03,36.79,15.98,132.7,3.56,59.9,36.86,196.1,11.76,9.43,15.39,212.16,57.54,24.4,129.81,7.32,43.85,16.12,26.64,7.9
2020-08-06,113.9,2.49,101.75,464.11,136.52,4.46,29.32,86.71,241.55,12.73,3225.0,4.86,6.72,114.45,95.92,56.21,172.2,265.68,25.47,4.09,3.09,5.54,44.7,56.84,125.58,277.66,61.33,23.26,4.09,5.54,50.89,28.38,134.39,12.62,8.78,29.9,34.47,75.86,343.31,207.79,11.01,47.77,87.47,3.29,54.71,181.26,135.87,8.54,130.82,55.08,11.71,5.66,265.28,14.56,172.24,58.41,6.33,3.38,68.81,184.14,29.5,1504.95,102.33,204.25,40.97,269.37,6.65,25.24,6.69,16.76,152.58,18.27,21.38,126.12,9.62,12.83,7.71,48.57,4.84,64.91,147.55,97.24,156.47,47.48,41.75,152.88,379.74,45.22,1.42,203.18,96.73,1219.96,156.0,41.55,81.05,216.35,144.03,70.11,509.08,59.22,100.45,5.0,43.26,453.42,83.41,5.11,55.28,8.89,135.86,38.27,132.71,35.86,204.09,111.06,1136.6,62.46,59.87,161.98,11.04,75.66,2.41,67.91,19.32,146.23,21.35,80.47,44.97,8.64,29.84,4.14,129.01,4.44,128.34,415.73,39.31,21.57,113.74,297.92,80.52,14.15,37.69,16.73,133.74,3.53,58.97,36.79,198.77,11.53,9.54,15.42,211.8,57.83,24.24,129.35,7.13,43.64,16.35,26.71,7.88
2020-08-07,111.11,2.46,101.23,449.57,137.99,4.43,30.66,84.85,240.69,12.7,3167.46,4.9,6.48,115.82,99.16,55.41,170.02,252.1,26.11,4.01,3.0,5.54,45.46,55.89,125.0,305.71,61.02,22.98,4.14,5.41,52.12,28.18,134.92,12.52,8.59,29.3,34.92,76.24,340.91,201.05,11.01,47.43,86.8,3.3,55.87,183.5,135.31,8.63,129.93,55.21,11.63,5.51,268.44,13.96,183.53,57.85,6.4,3.26,69.35,178.88,28.87,1498.37,101.89,208.27,40.79,271.64,6.12,24.67,6.39,16.5,155.11,18.47,21.34,124.96,9.62,12.6,7.85,48.03,4.69,62.06,148.6,99.38,157.26,47.8,41.9,152.93,385.62,44.2,1.42,204.6,100.05,1193.97,158.33,42.17,81.02,212.48,144.26,68.91,494.73,59.2,101.86,4.98,44.34,447.98,82.91,5.04,55.23,8.62,136.74,38.45,133.55,34.72,198.63,108.25,1116.8,60.95,61.23,161.17,10.88,75.79,2.37,68.52,19.63,147.3,21.58,80.03,43.99,8.47,30.02,4.16,131.75,4.37,129.96,414.33,38.94,21.06,117.36,290.54,80.03,14.18,37.14,16.56,133.56,3.51,58.27,37.46,196.36,11.16,9.36,15.41,210.4,58.53,25.07,129.97,7.26,43.44,16.76,21.92,7.74
2020-08-10,112.73,2.43,100.04,443.29,138.17,4.49,31.46,82.24,238.17,12.6,3148.16,4.71,6.44,116.18,101.62,55.38,179.41,248.13,26.56,4.02,3.03,5.58,46.8,57.16,125.06,300.26,61.82,23.5,4.01,5.51,52.86,30.07,142.02,12.17,8.61,29.64,35.38,76.65,340.0,197.16,11.16,47.73,89.73,3.36,57.67,189.91,135.14,8.9,128.79,54.37,11.63,5.8,263.0,14.38,199.98,58.4,6.67,3.36,68.51,175.78,28.72,1496.82,102.11,209.38,40.94,274.73,6.23,24.88,6.23,16.56,159.43,18.98,21.69,127.11,9.96,12.59,7.94,49.22,4.74,61.49,148.03,100.64,158.09,47.72,42.02,153.0,389.26,47.52,1.44,204.12,100.38,1124.31,161.44,43.22,80.91,208.25,142.22,67.89,483.38,59.18,105.41,4.91,46.1,446.6,82.39,5.07,54.94,8.83,135.98,38.39,134.1,35.1,193.32,106.36,1131.4,61.61,64.23,159.64,10.68,77.47,2.5,68.23,20.22,150.09,22.02,80.05,44.24,8.59,30.2,4.23,132.94,4.46,130.57,410.16,39.21,21.17,119.12,283.71,79.87,14.4,37.44,16.61,135.41,3.47,58.18,37.47,196.79,11.36,9.44,15.5,206.3,58.99,24.7,131.88,7.89,44.51,17.83,23.05,7.77
2020-08-11,109.38,2.48,99.06,435.23,138.1,4.66,31.98,76.88,234.65,12.86,3080.67,4.86,5.8,118.35,103.26,55.18,180.13,248.42,26.92,4.01,3.13,5.75,46.72,56.83,124.6,289.94,63.13,23.81,4.17,5.56,53.76,31.97,142.53,12.47,7.74,30.11,36.2,75.96,332.43,191.99,11.29,47.19,89.62,3.38,57.3,193.22,135.75,9.02,130.49,54.29,11.69,5.86,256.13,13.96,196.45,59.14,6.73,3.35,68.1,172.58,26.25,1480.54,101.5,211.06,41.29,274.92,5.63,25.59,5.74,16.46,160.28,18.57,22.49,126.75,10.14,12.63,8.21,48.19,4.71,61.18,146.97,103.82,155.79,47.93,42.61,150.63,391.96,51.0,1.48,205.0,100.72,1100.01,163.38,43.6,80.91,203.38,142.87,62.87,466.93,58.01,105.12,4.96,45.41,434.0,82.43,5.17,54.27,8.78,135.12,37.79,133.23,34.86,189.03,108.83,1171.4,61.35,64.26,159.15,10.55,78.87,2.53,68.1,20.3,153.88,21.6,79.33,44.45,8.59,30.2,4.28,131.72,4.48,133.75,407.24,39.72,22.13,119.92,274.88,77.94,14.35,37.28,17.01,136.04,3.47,57.45,38.27,197.77,11.17,9.37,15.5,201.8,58.51,25.32,130.2,7.68,44.97,17.69,23.36,7.68
2020-08-12,113.01,2.49,100.65,445.36,139.58,4.89,30.94,82.61,241.72,13.03,3162.24,4.77,5.78,120.46,101.68,56.74,175.44,255.19,26.73,3.94,3.08,5.74,46.81,57.46,126.11,293.22,63.64,24.26,4.17,5.42,53.35,31.49,142.57,12.09,7.71,30.57,36.63,77.24,336.76,192.62,11.56,48.1,90.72,3.34,58.35,192.31,139.37,8.91,131.79,55.49,11.93,5.71,259.89,13.97,201.96,59.64,6.72,3.32,68.84,174.34,26.18,1507.24,103.28,212.13,42.16,281.58,5.64,25.91,5.72,16.51,160.07,18.8,23.12,126.7,10.11,12.76,8.31,49.19,4.61,62.9,149.66,102.94,158.84,48.43,42.99,152.55,392.44,49.07,1.48,206.02,102.09,1111.64,164.26,42.96,82.68,209.19,145.01,62.99,475.47,59.93,105.22,5.05,45.89,457.61,84.93,5.22,54.17,8.79,137.8,38.33,135.46,35.62,191.32,115.79,1204.4,62.32,64.29,162.61,10.28,79.29,2.48,69.71,20.36,153.38,21.86,80.74,45.33,8.55,30.18,4.34,134.6,4.56,136.44,416.17,40.47,23.01,118.86,310.95,79.39,13.98,37.44,16.61,138.64,3.41,58.84,37.81,198.74,11.31,9.03,15.75,205.22,58.6,25.19,131.89,7.93,44.09,17.3,23.48,7.89
2020-08-13,115.01,2.47,101.1,450.02,139.26,5.08,30.71,81.84,240.46,12.93,3161.02,4.84,5.98,118.43,100.42,55.8,174.73,253.72,26.35,3.95,3.02,5.62,46.47,57.03,124.57,288.54,63.24,23.45,3.9,5.39,52.89,31.19,140.67,12.06,8.24,33.55,37.73,76.98,335.7,195.14,11.41,42.72,89.82,3.36,58.02,189.5,139.47,8.99,130.96,56.28,11.88,5.6,261.3,13.79,203.86,59.91,6.6,3.33,68.18,180.72,27.14,1516.65,104.62,208.39,41.19,281.66,6.11,25.59,5.93,16.68,158.98,18.38,22.34,125.03,10.08,12.78,8.2,48.56,4.56,62.54,148.0,102.37,158.46,48.38,43.0,150.46,389.24,48.62,1.48,206.49,101.29,1157.05,165.86,42.57,83.54,208.7,145.96,64.11,481.33,59.02,106.52,5.06,45.5,457.72,85.37,5.27,54.02,8.69,138.1,38.17,135.78,35.16,193.07,113.41,1160.4,61.8,63.3,160.85,10.4,79.02,2.51,69.09,19.87,153.1,21.9,82.67,44.68,8.81,29.91,4.35,134.81,4.38,135.64,416.6,39.99,22.26,119.27,324.2,78.3,14.14,37.82,16.89,137.15,3.45,58.57,37.37,197.58,11.28,9.18,15.85,210.3,58.52,25.02,131.85,7.64,43.01,17.5,23.07,7.76
2020-08-14,114.91,2.45,99.99,447.6,138.96,5.07,30.99,81.3,239.71,13.02,3148.02,4.85,5.87,116.59,100.41,55.19,178.08,253.97,26.47,3.88,2.97,5.65,45.93,56.99,116.74,289.45,63.16,22.99,3.82,5.36,52.93,31.23,139.96,12.1,8.26,34.94,37.73,77.05,336.28,193.46,11.38,42.5,90.35,3.41,58.16,191.13,136.29,8.99,130.53,56.29,11.56,5.67,261.24,13.78,208.6,61.31,6.66,3.32,68.5,174.87,26.99,1504.63,104.28,207.97,40.55,280.55,6.04,25.43,5.95,16.76,160.28,18.18,22.28,125.27,9.76,12.72,8.13,48.89,4.54,62.06,148.24,102.41,158.23,48.45,43.44,150.09,391.42,48.37,1.46,207.03,100.71,1156.44,166.1,42.54,83.48,208.9,145.37,63.85,482.68,58.35,106.43,5.0,46.24,462.56,84.65,5.27,54.2,8.61,137.56,38.06,135.1,35.02,191.46,113.74,1131.4,61.59,63.64,160.09,10.3,78.37,2.5,68.4,20.07,153.64,21.69,82.93,45.26,9.29,30.01,4.3,136.53,4.41,134.22,413.76,39.49,22.29,118.6,330.14,78.41,13.95,37.9,17.18,137.35,3.42,58.21,37.78,196.64,11.33,9.17,15.59,207.29,58.79,25.3,132.6,7.79,43.2,17.79,22.78,7.89
2020-08-17,114.61,2.36,100.71,451.58,139.66,4.84,29.96,82.42,243.01,12.99,3182.41,4.7,6.31,115.86,97.55,56.46,172.01,256.96,25.9,3.72,2.97,5.61,46.39,57.98,123.92,289.16,63.62,22.75,3.82,5.17,51.42,30.84,138.72,11.6,8.75,34.62,37.87,77.21,339.96,196.74,11.28,42.09,90.77,3.55,57.46,192.99,137.85,8.55,129.37,57.35,11.63,5.34,261.16,14.1,206.64,60.89,6.47,3.27,69.15,177.02,30.13,1516.24,104.48,203.07,41.13,288.24,6.37,25.74,6.25,17.4,158.76,17.95,22.2,124.44,9.92,12.87,8.1,48.93,4.36,66.98,148.99,99.71,157.81,48.21,44.13,151.53,388.96,47.72,1.42,208.67,101.86,1189.87,164.71,43.03,84.76,210.28,147.36,68.35,482.35,57.95,105.66,5.07,46.37,493.48,86.09,5.15,53.99,8.45,137.92,38.35,135.5,36.06,196.29,112.18,1120.0,62.46,62.77,160.48,9.78,78.95,2.5,69.1,20.01,153.14,21.79,83.45,46.6,9.25,29.85,4.27,138.24,4.36,135.53,416.8,39.26,22.21,115.91,367.13,80.19,13.33,37.97,17.18,138.28,3.3,58.44,36.93,199.43,11.36,8.9,15.46,206.75,58.78,24.47,135.6,7.87,42.64,18.11,22.62,8.12
2020-08-18,115.56,2.39,100.96,463.51,139.95,4.94,29.58,81.66,241.5,12.92,3312.49,4.65,6.26,114.34,96.67,56.33,170.23,259.2,25.53,3.79,2.93,5.65,46.17,56.9,124.2,288.88,63.03,22.36,3.87,5.32,50.34,31.63,138.37,11.96,8.63,35.77,38.38,77.65,340.75,204.01,11.11,41.98,87.63,3.46,57.0,192.13,139.59,8.62,128.92,57.03,11.68,5.36,262.34,14.41,206.97,59.45,6.44,3.59,69.06,175.59,30.04,1555.78,104.22,201.31,41.09,285.0,6.17,25.57,6.18,18.3,157.38,18.24,21.89,124.92,10.22,12.98,7.98,48.65,4.4,70.32,150.09,98.32,157.62,48.42,43.85,153.11,390.26,47.69,1.45,210.32,101.56,1208.64,164.38,43.22,84.56,211.49,149.8,67.7,491.87,57.85,106.97,5.09,46.37,490.43,85.63,5.17,55.18,8.66,138.11,38.36,136.51,35.3,194.57,112.03,1106.0,63.58,62.1,161.78,10.05,78.99,2.68,69.48,19.77,151.77,21.77,82.98,45.43,9.47,29.79,4.24,136.9,4.32,136.08,417.3,38.96,21.96,114.93,377.42,79.41,13.54,38.01,17.41,139.31,3.4,58.61,36.33,199.01,11.6,9.1,15.58,206.99,59.18,24.04,134.71,7.93,42.43,18.19,23.03,8.07
2020-08-19,115.71,2.34,100.48,462.01,138.9,4.95,29.86,81.09,240.49,12.85,3260.48,4.61,6.03,114.25,96.89,56.23,169.27,260.59,25.5,3.75,2.93,5.67,46.69,55.78,122.71,279.98,63.09,22.24,3.76,5.23,50.29,32.83,138.02,11.54,8.28,35.01,37.58,77.95,340.9,205.11,11.15,41.87,86.39,3.38,56.27,191.99,138.75,8.51,127.77,57.71,11.6,5.14,262.59,14.94,207.88,58.46,6.38,3.62,65.7,172.03,28.98,1544.61,103.99,203.02,40.74,282.86,5.89,25.52,5.9,19.43,156.85,18.14,21.95,123.84,10.05,12.8,7.95,48.33,4.35,72.56,150.39,98.55,157.35,47.37,43.41,152.29,390.05,47.47,1.43,209.51,100.82,1212.45,163.97,43.65,85.03,209.7,150.46,65.98,484.53,57.1,108.39,5.04,45.79,485.54,85.47,5.12,56.2,8.52,136.45,38.26,135.77,35.12,192.44,111.04,1108.0,62.23,61.64,161.31,9.48,77.63,2.68,69.47,19.72,150.3,21.92,81.1,45.27,9.13,29.73,4.26,154.22,4.37,135.21,420.62,39.09,21.92,113.2,375.71,78.54,13.2,38.89,17.48,138.48,3.49,58.52,36.16,200.99,11.32,8.94,15.56,206.15,59.05,24.07,132.41,7.9,41.96,18.21,22.74,8.0
2020-08-20,118.28,2.34,101.63,478.48,139.15,4.96,29.13,82.77,238.73,12.67,3297.37,4.53,6.14,113.44,96.72,56.49,169.58,257.97,25.1,3.69,2.88,5.62,45.99,55.74,123.48,277.52,62.22,21.96,3.72,5.17,49.58,32.98,137.48,11.54,8.57,35.1,37.35,78.25,340.87,209.51,11.04,42.31,84.81,3.49,56.11,191.1,137.33,8.28,128.12,57.66,11.53,5.12,269.01,14.7,208.82,58.56,6.27,3.67,66.05,175.8,29.95,1576.25,102.94,201.85,40.59,280.68,6.02,25.02,5.94,19.6,156.17,18.15,21.72,123.15,10.05,12.82,7.88,49.17,4.31,73.94,151.42,97.37,157.57,47.35,43.43,151.34,387.88,47.46,1.45,209.88,100.28,1218.3,162.97,43.5,85.03,214.58,151.61,67.23,497.9,57.58,108.01,5.05,45.65,485.64,87.14,5.03,55.26,8.38,136.72,38.72,136.85,34.7,198.18,110.66,1082.8,62.16,60.99,162.98,9.23,77.22,2.61,69.03,18.77,148.87,21.83,79.41,45.15,9.39,29.67,4.15,152.24,4.34,134.09,422.11,38.78,21.99,112.53,400.37,76.81,13.15,38.96,17.77,138.57,3.54,58.57,35.61,204.15,11.38,8.85,15.27,208.16,58.96,23.75,130.57,7.93,41.32,18.75,22.71,7.82
2020-08-21,124.37,2.33,102.4,473.22,138.08,5.05,28.27,83.81,237.64,12.68,3284.72,4.49,5.98,114.58,96.15,55.71,167.5,265.8,24.98,3.68,2.83,5.61,46.77,54.51,122.45,277.07,62.19,21.46,3.68,5.13,49.3,32.34,138.43,11.48,8.33,35.02,37.58,78.69,344.61,207.53,10.96,42.25,85.08,3.46,55.14,199.5,135.81,8.44,127.44,58.21,11.4,5.12,267.01,14.36,210.49,58.22,6.31,3.52,66.5,173.79,29.31,1575.57,102.43,202.43,40.21,283.23,5.81,24.93,5.76,18.96,157.5,18.23,21.64,123.16,10.17,12.6,7.71,49.28,4.26,74.98,152.76,97.32,157.3,47.28,43.12,149.26,389.57,48.52,1.42,211.57,98.73,1202.28,161.71,43.46,84.98,213.02,151.92,65.57,492.31,57.44,109.75,4.97,44.69,507.34,86.4,4.91,55.19,8.25,136.46,38.88,137.44,34.72,196.79,113.0,1075.2,61.53,60.27,160.31,9.23,77.07,2.54,68.4,18.58,147.9,21.6,78.75,45.15,9.22,29.69,4.12,153.63,4.27,133.83,428.57,38.34,22.0,111.83,410.0,78.34,13.1,39.26,17.35,140.33,3.65,58.12,35.21,204.13,11.08,8.76,14.99,206.73,58.99,23.64,131.63,7.51,41.01,18.76,22.14,7.77
2020-08-24,125.86,2.33,101.39,476.3,140.66,5.0,29.55,83.08,235.57,12.64,3307.46,4.47,5.92,115.38,99.33,56.76,178.27,276.02,25.69,3.76,2.88,5.74,46.83,55.29,122.88,276.56,62.41,21.91,3.67,5.23,51.06,33.95,141.68,11.56,8.19,34.71,37.89,79.13,344.13,208.46,11.15,42.18,87.2,3.5,56.89,205.4,138.2,8.72,130.69,58.78,11.56,5.39,271.39,14.56,217.4,58.97,6.63,3.54,66.08,173.68,28.97,1585.15,103.64,207.34,40.24,286.75,5.69,25.17,5.92,18.83,159.37,18.65,22.25,125.68,10.38,12.79,8.03,49.14,4.35,76.18,152.15,100.06,157.42,47.97,43.64,149.52,395.04,49.81,1.45,212.62,100.13,1212.09,163.53,44.04,85.42,213.69,153.97,65.2,488.81,58.18,111.83,5.03,46.02,508.81,86.38,4.96,56.01,8.45,137.64,38.84,138.51,34.95,198.88,115.91,1115.4,61.82,61.88,163.89,9.11,78.68,2.57,70.21,19.55,149.26,20.87,79.77,45.93,9.29,30.03,4.21,153.24,4.39,134.76,419.76,39.67,23.38,114.9,402.84,78.9,13.19,40.49,17.42,141.02,3.66,58.77,36.75,206.41,11.3,8.89,15.39,207.3,59.57,24.49,131.33,7.86,42.22,19.3,22.82,7.74
2020-08-25,124.82,2.32,102.47,484.43,141.06,5.09,29.52,86.35,248.22,12.55,3346.49,4.6,5.93,115.91,99.05,57.01,174.73,286.0,26.0,3.81,2.93,5.7,46.94,54.72,125.7,279.03,62.71,21.62,3.64,5.27,51.65,33.89,141.15,11.77,8.01,34.85,37.72,78.59,344.71,216.05,11.1,41.96,86.13,3.54,56.2,205.6,137.22,8.52,129.79,58.05,11.69,5.51,280.82,14.46,214.31,59.05,6.59,3.57,66.05,175.75,28.75,1605.85,103.64,206.0,40.14,286.13,5.43,25.47,5.79,18.33,164.53,18.44,22.06,124.64,10.68,12.81,8.21,49.43,4.36,78.97,152.06,100.5,156.05,47.91,43.87,149.68,394.84,49.96,1.43,212.65,102.59,1224.0,163.1,43.52,85.68,216.47,154.78,64.86,490.58,57.34,111.51,5.04,45.57,510.0,86.45,4.93,56.09,8.49,137.3,38.41,139.06,35.34,201.67,115.95,1082.0,61.04,60.95,165.58,9.32,82.72,2.65,70.4,19.26,147.83,21.12,79.37,45.89,9.24,29.9,4.15,152.85,4.35,134.79,422.29,39.43,23.67,115.62,404.67,80.04,13.29,40.55,17.23,141.66,3.66,58.62,36.61,208.1,11.22,8.95,15.19,205.7,59.42,24.61,130.63,7.82,40.88,18.91,23.17,7.81
